"","cluster","yft","alb","bet","swo","sai","bum","bsh","whm","sma","ctype"
"1",1,0.0381486005995912,0.0702743158859085,0.0525078597711162,0.578676186299004,0.0182120811438205,0.0170133687310079,0.198464135029403,0.0178434390766911,0.00886001346345728,"kcltrp"
"2",2,0.0750346371942811,0.436209327720044,0.223814414825946,0.13023737376715,0.0190739452954784,0.0141404368411582,0.0761915926874558,0.0245699527073492,0.00072831896113665,"kcltrp"
"3",3,0.0183044060394648,0.0531440086858996,0.0161373427085873,0.260764761097754,0.00294684250465299,0.00274115164044616,0.629412160752447,0.00582149009473721,0.0107278364760112,"kcltrp"
"4",4,0.650209863349852,0.0954445783311758,0.0550714130385458,0.100997047814112,0.0114575866916371,0.00564770193574289,0.075735584584615,0.00239808036547985,0.00303814388883937,"kcltrp"
"5",1,0.0475815691518725,0.703524497032065,0.0699984316546348,0.0860505442380104,0.0156259984628944,0.00747116971726836,0.0561308748378464,0.0134533323296122,0.000163582575796276,"clrtrp"
"6",2,0.25011795627367,0.152374522197734,0.27586653495336,0.171745315843595,0.0177674004157615,0.0165835723476265,0.0878111914546976,0.0231092853728697,0.00462422114068437,"clrtrp"
"7",3,0.0182992616055241,0.0585353821624718,0.016187525508778,0.279260549773697,0.00561004300851823,0.00347302428364933,0.600934102774568,0.00859706495566306,0.00910304592713049,"clrtrp"
"8",4,0.0324826514701754,0.0752872854171061,0.0386300878874183,0.61347721203715,0.0181152517052984,0.0176855116901585,0.178380554034962,0.0173671990348932,0.00857424672283829,"clrtrp"
"9",1,0.0320942771444003,0.760146977008282,0.0624413857986243,0.0710589179537483,0.0135938409423112,0.00623393460194748,0.0413089153012643,0.0130175794092711,0.000104171840151142,"hcltrp"
"10",2,0.163283902741312,0.168165400542928,0.177047456937776,0.26118793894103,0.0217755242765494,0.0193928769880707,0.153897521079113,0.0245406735443128,0.0107087049489081,"hcltrp"
"11",3,0.0113923775920003,0.0356599527048284,0.0126748501281344,0.287306726103591,0.00254560949356144,0.00217776838228114,0.637188474807908,0.00513643839948495,0.00591780238821097,"hcltrp"
"12",4,0.0203427489689109,0.0627863939760454,0.0237108739957488,0.686547179379561,0.00837216070378439,0.00602318308976587,0.18412633138488,0.00789466467902431,0.000196463822279078,"hcltrp"
"13",1,0.158395035237923,0.747177407702292,0.0459244866000123,0.0202949796900956,0.00254284314908324,0.00189105693196338,0.0194634850765604,0.00417633687718407,0.000134368734885981,"kclset"
"14",2,0.0387278337479285,0.0975240497395511,0.0492365398441947,0.586570438051461,0.0583031605555308,0.0420221111037898,0.116095102944605,0.0104458894528695,0.00107487456007016,"kclset"
"15",3,0.0371842362446976,0.0694581658149983,0.0575367106716224,0.246636651841802,0.00181413487821558,0.00142764076567777,0.351816932361761,0.0633351430766995,0.170790384344526,"kclset"
"16",4,0.0830499686011417,0.133616019042448,0.105905293521742,0.302274299186911,0.00802097670497215,0.00752415903142558,0.340532433453031,0.0155830851972635,0.00349376526106544,"kclset"
"17",1,0.024751724539806,0.0654037856834483,0.0308341993133287,0.675018507314857,0.0169722248146231,0.015202379627274,0.148181289835643,0.0157201929787164,0.00791569589230425,"FT"
"18",2,0.334443036945791,0.0755959672351147,0.366548608098748,0.0987683486494019,0.0233995664321869,0.0201676921328495,0.0443612769754533,0.0289328933632651,0.00778261016719045,"FT"
"19",3,0.0363218509872092,0.798012558183006,0.0496448385280291,0.0544817085170525,0.0102502565361325,0.00488145187856314,0.0348649179230337,0.0108295778141292,0.000712839632844668,"FT"
"20",4,0.0112913789824001,0.0382451505270804,0.0109234868101201,0.189108656671451,0.00436338520772346,0.00361219450222255,0.727010941779448,0.00794669763563268,0.00749810788392119,"FT"
"21",1,0.0881643143263346,0.110233782714657,0.101138411399765,0.346053902084344,0.00876606631869726,0.0117591863748352,0.310987372266442,0.0154073013994464,0.00748966311547877,"clrset"
"22",2,0.0521996820790878,0.845277618734352,0.0429644972495156,0.0250102187386089,0.00163635306015248,0.00304228289782308,0.0221746572552467,0.00748976203463027,0.000204927950583183,"clrset"
"23",3,0.00315133525225776,0.0228490053140721,0.00835974766524605,0.0588220429165336,9.88572150502341e-05,0.000256982511341161,0.863701516069294,0.0420269320055301,0.000733581050675454,"clrset"
"24",4,0.0624895252091966,0.263680921163595,0.0524734597919085,0.249916394900551,0.241591455218401,0.0162445256360206,0.0972470146820272,0.0153751178264033,0.000981585571897147,"clrset"
