"","cluster","yft","alb","bet","swo","sai","bum","bsh","whm","sma","ctype"
"1",1,0.0778708174768725,0.439715190644105,0.232693092088428,0.127561175928949,0.0160476879282737,0.0116042893422898,0.0751461071505733,0.0179100871120848,0.00145155232842349,"kcltrp"
"2",2,0.0169027508681394,0.0528772893194739,0.014169291611177,0.260401959432122,0.00324303791671422,0.00280191361159658,0.629965950200269,0.0128292013053306,0.00680860573517771,"kcltrp"
"3",3,0.0400312116746943,0.0715529804376944,0.0550355268840469,0.567367190643929,0.0199072610737702,0.0191350911344518,0.19721268659364,0.0178954535653476,0.0118625979924252,"kcltrp"
"4",4,0.653179520573172,0.087057897037891,0.0555881471884015,0.102410510808967,0.0115135981897105,0.00630928975144446,0.0779377084943532,0.00302639052575027,0.00297693743031017,"kcltrp"
"5",1,0.197159374184732,0.391711038054622,0.186968076487787,0.115715315500523,0.0134894364302437,0.00982215694927553,0.0696455610506979,0.012945103111802,0.00254393823031624,"clrtrp"
"6",2,0.0169782996243693,0.0502005367643074,0.0156063360694086,0.235100917517456,0.00255226065414745,0.00255623445810512,0.664307118704318,0.0051277441459568,0.00757055206193141,"clrtrp"
"7",3,0.0347992330631959,0.0714533524571738,0.0671499077360026,0.532054204367659,0.0196123595555008,0.0166282643693707,0.224655697384752,0.0240485580680398,0.00959842299830519,"clrtrp"
"8",4,0,0,0,0,0,1,0,0,0,"clrtrp"
"9",1,0.0268411614463263,0.811406995260328,0.042800730960767,0.0542138905135296,0.0122503334129718,0.00540694753283381,0.0387714330670731,0.00817593465134367,0.000132573154826534,"hcltrp"
"10",2,0.217178318785335,0.218615004027696,0.227861163233535,0.173686989937217,0.0138733962245713,0.0104954054941674,0.123450957813949,0.0138428226799889,0.000995941803541016,"hcltrp"
"11",3,0.0104458517163864,0.0417073613302038,0.0102344845797422,0.303449730609718,0.00254270891469138,0.00212135769897047,0.619072605183408,0.00497115718033312,0.00545474278654584,"hcltrp"
"12",4,0.0314585133231195,0.0758056320993337,0.0474926619219277,0.566542619641101,0.0241373364536622,0.0233318291978401,0.183781154379027,0.0308126798417478,0.0166375731422411,"hcltrp"
"13",1,0.0372061743746915,0.0690965494810845,0.0577582958552731,0.246084376081878,0.00182323284651155,0.00122584023457954,0.353111502034276,0.0636527716778865,0.17004125741382,"kclset"
"14",2,0.0846066445441745,0.129893783715053,0.106416600069426,0.303394892057566,0.00817538077070509,0.00764713112292148,0.340509970896598,0.015796527675499,0.00355906914805591,"kclset"
"15",3,0.0382694889139635,0.0941541376954053,0.0479811284380936,0.595687888121881,0.0538072540979963,0.0410452384898365,0.117445225641869,0.0104762121955871,0.00113342640536764,"kclset"
"16",4,0.164353258955921,0.73393262450676,0.0484855123682569,0.0222129325955685,0.00308927925691049,0.00212589187995787,0.0208254741077157,0.00482667152080165,0.000148354808107794,"kclset"
"17",1,0.0114809457472104,0.0385832998897843,0.0113035566576429,0.191119780350715,0.00453431865203136,0.00370426585811857,0.723444080283871,0.00813173339817464,0.00769801916245235,"FT"
"18",2,0.339341459775555,0.0740183805414721,0.364904937795224,0.0979666941935366,0.0225246384139119,0.0201556087410206,0.0441547389209308,0.0290115622022461,0.00792197941610316,"FT"
"19",3,0.0248851712960059,0.065424028960879,0.0308303888744853,0.676027303106181,0.0165394410943782,0.0152878261366143,0.147300282629528,0.0158334455407945,0.00787211236113329,"FT"
"20",4,0.0378568180721053,0.786470210491859,0.0521309925984155,0.0583336690640242,0.010705307606734,0.00514170755979076,0.0371247325951746,0.0114902303388792,0.000746331673017709,"FT"
"21",1,0.101349881615415,0.205200721009166,0.109949555377437,0.220398398429347,0.0137826965534025,0.0100131680093994,0.319327035861688,0.0171092926215982,0.00286925052254656,"clrset"
"22",2,0.0323850072801185,0.075000571907397,0.0425183686062651,0.63168714389617,0.01178840039387,0.0154642131844492,0.180609633109497,0.00875222590585079,0.0017944357163822,"clrset"
"23",3,0.0416486240276735,0.0867315852382727,0.0633053082006492,0.308067365690065,0.00301357748963896,0.00259176127080908,0.325011943830072,0.021709583531573,0.147920250721247,"clrset"
"24",4,0.0526047701205253,0.0302615255091589,0.0322650249746608,0.187948411907283,0.000478030068413071,0,0.216462330708966,0.00742430970703431,0.472555597003959,"clrset"
