"","yq","pr","ln.cv","ll","ul","yr","qtr"
"63",2014.875,0.615499404335292,0.0810724437528282,0.525070210583537,0.72150258975095,"2014","0.875"
"64",2015.125,0.545948104719529,0.0776392557490509,0.468881927799477,0.635681000642691,"2015","0.125"
"65",2015.375,0.689168349876365,0.0847896526448513,0.583647883296876,0.813766361643299,"2015","0.375"
"66",2015.625,0.489166023703597,0.0980038565872535,0.403676732152822,0.592759947965991,"2015","0.625"
"NA.5",2015.875,NA,NA,NA,NA,"2015","0.875"
"67",2016.125,0.484101219657122,0.073948623902874,0.418783765335272,0.559606198406218,"2016","0.125"
"68",2016.375,0.521934590549536,0.0995110139056527,0.429448010407113,0.634339222002365,"2016","0.375"
"69",2016.625,0.585032146608266,0.078308875181581,0.501789847635414,0.682083573786757,"2016","0.625"
"70",2016.875,0.514764836765325,0.104170996170319,0.419697836831513,0.631365744390073,"2016","0.875"
"NA.6",2017.125,NA,NA,NA,NA,"2017","0.125"
"71",2017.375,0.71662095070797,0.130359174301673,0.555041596217643,0.925238019083931,"2017","0.375"
"72",2017.625,0.780342435145138,0.0983770582983684,0.643494711390386,0.946292650599306,"2017","0.625"
"73",2017.875,0.411097744059718,0.0725248495711083,0.35662410545193,0.47389212503407,"2017","0.875"
"74",2018.125,0.501205961689086,0.0843850947994125,0.424801640600807,0.591352273680943,"2018","0.125"
"75",2018.375,0.66312693257102,0.0699696990503767,0.578145642493655,0.760599572807255,"2018","0.375"
"76",2018.625,0.899461822663826,0.0768751203157915,0.773651391715177,1.04573142256762,"2018","0.625"
"77",2018.875,0.584021820420952,0.0655576506272461,0.513600307266209,0.664099070624219,"2018","0.875"
